,strain,barcode,batch,sequencing_summary,cross,cross_color,timepoint_filter,diploid_filter,identity_filter,path,ref_name,ref,ref_mt,subg_idx,subg,s_subg,quick_map,ref_chroder
C46.LL2013_040,C46,BC02,batch4,/mnt/HDD3/MinKNOW/results/ma_nanopore/batch4/20190918_2010_MN28889_FAK98912_a3797231/sequencing_summary/MT-110688_20190918_161100_FAK98912_minion_sequencing_run_batch4_sequencing_summary.txt,BSc1,silver,True,True,True,/mnt/HDD3/MinKNOW/results/ma_nanopore/batch4/2019*/barcoder/barcode02/*.fastq.gz,BSc,/mnt/HDD3/mito_nanopore/ref/ref_genome_BSc.mt.fasta,,s2,LL2013_040,C46.LL2013_040,/home/mathieu/mhenault_landrylab/Sequences/ref_genomes/CBS432_pacbio/CBS432.genome.fa,/home/mathieu/paradoxus_nanopore/MA_parents/assemblies/LL2013_040.chromosomes.fasta
C37.LL2013_040,C37,BC21,batch5,/mnt/HDD3/MinKNOW/results/ma_nanopore/batch5/20190925_2037_MN28889_FAK89373_5a8db4a5/sequencing_summary/MT-110688_20190925_163805_FAK89373_minion_sequencing_run_batch5_sequencing_summary.txt,BSc1,silver,True,True,True,/mnt/HDD3/MinKNOW/results/ma_nanopore/batch5/2019*/barcoder/barcode21/*.fastq.gz,BSc,/mnt/HDD3/mito_nanopore/ref/ref_genome_BSc.mt.fasta,,s2,LL2013_040,C37.LL2013_040,/home/mathieu/mhenault_landrylab/Sequences/ref_genomes/CBS432_pacbio/CBS432.genome.fa,/home/mathieu/paradoxus_nanopore/MA_parents/assemblies/LL2013_040.chromosomes.fasta
C12.LL2013_040,C12,BC18,batch6,/mnt/HDD3/MinKNOW/results/ma_nanopore/batch6/20191016_2014_MN28889_FAL15409_fa8ba0ac/sequencing_summary/MT-110688_20191016_161453_FAL15409_minion_sequencing_run_batch6_sequencing_summary.txt,BSc1,silver,True,True,True,/mnt/HDD3/MinKNOW/results/ma_nanopore/batch6/2019*/barcoder/barcode18/*.fastq.gz,BSc,/mnt/HDD3/mito_nanopore/ref/ref_genome_BSc.mt.fasta,,s2,LL2013_040,C12.LL2013_040,/home/mathieu/mhenault_landrylab/Sequences/ref_genomes/CBS432_pacbio/CBS432.genome.fa,/home/mathieu/paradoxus_nanopore/MA_parents/assemblies/LL2013_040.chromosomes.fasta
C70.LL2013_040,C70,BC13,batch6,/mnt/HDD3/MinKNOW/results/ma_nanopore/batch6/20191016_2014_MN28889_FAL15409_fa8ba0ac/sequencing_summary/MT-110688_20191016_161453_FAL15409_minion_sequencing_run_batch6_sequencing_summary.txt,BSc1,silver,True,True,True,/mnt/HDD3/MinKNOW/results/ma_nanopore/batch6/2019*/barcoder/barcode13/*.fastq.gz,BSc,/mnt/HDD3/mito_nanopore/ref/ref_genome_BSc.mt.fasta,,s2,LL2013_040,C70.LL2013_040,/home/mathieu/mhenault_landrylab/Sequences/ref_genomes/CBS432_pacbio/CBS432.genome.fa,/home/mathieu/paradoxus_nanopore/MA_parents/assemblies/LL2013_040.chromosomes.fasta
F56.LL2013_054,F56,BC02,batch1,/mnt/HDD3/MinKNOW/results/ma_nanopore/batch1/20190814_1952_MN28889_FAK65623_343b0508/sequencing_summary/MT-110688_20190814_155259_FAK65623_minion_sequencing_run_batch1_sequencing_summary.txt,BSc2,grey,True,True,True,/mnt/HDD3/MinKNOW/results/ma_nanopore/batch1/2019*/barcoder/barcode02/*.fastq.gz,BSc,/mnt/HDD3/mito_nanopore/ref/ref_genome_BSc.mt.fasta,,s2,LL2013_054,F56.LL2013_054,/home/mathieu/mhenault_landrylab/Sequences/ref_genomes/CBS432_pacbio/CBS432.genome.fa,/home/mathieu/paradoxus_nanopore/MA_parents/assemblies/LL2013_054.chromosomes.fasta
F15.LL2013_054,F15,BC12,batch2,/mnt/HDD3/MinKNOW/results/ma_nanopore/batch2/20190821_2002_MN28889_FAK78078_46d9ab5e/sequencing_summary/MT-110688_20190821_160240_FAK78078_minion_sequencing_run_batch2_sequencing_summary.txt,BSc2,grey,True,True,True,/mnt/HDD3/MinKNOW/results/ma_nanopore/batch2/2019*/barcoder/barcode12/*.fastq.gz,BSc,/mnt/HDD3/mito_nanopore/ref/ref_genome_BSc.mt.fasta,,s2,LL2013_054,F15.LL2013_054,/home/mathieu/mhenault_landrylab/Sequences/ref_genomes/CBS432_pacbio/CBS432.genome.fa,/home/mathieu/paradoxus_nanopore/MA_parents/assemblies/LL2013_054.chromosomes.fasta
F39.LL2013_054,F39,BC17,batch2,/mnt/HDD3/MinKNOW/results/ma_nanopore/batch2/20190821_2002_MN28889_FAK78078_46d9ab5e/sequencing_summary/MT-110688_20190821_160240_FAK78078_minion_sequencing_run_batch2_sequencing_summary.txt,BSc2,grey,True,True,True,/mnt/HDD3/MinKNOW/results/ma_nanopore/batch2/2019*/barcoder/barcode17/*.fastq.gz,BSc,/mnt/HDD3/mito_nanopore/ref/ref_genome_BSc.mt.fasta,,s2,LL2013_054,F39.LL2013_054,/home/mathieu/mhenault_landrylab/Sequences/ref_genomes/CBS432_pacbio/CBS432.genome.fa,/home/mathieu/paradoxus_nanopore/MA_parents/assemblies/LL2013_054.chromosomes.fasta
F3.LL2013_054,F3,BC21,batch3,/mnt/HDD3/MinKNOW/results/ma_nanopore/batch3/20190827_1901_MN28889_FAK76872_41765205/sequencing_summary/MT-110688_20190827_150145_FAK76872_minion_sequencing_run_batch3_sequencing_summary.txt,BSc2,grey,True,True,True,/mnt/HDD3/MinKNOW/results/ma_nanopore/batch3/2019*/barcoder/barcode21/*.fastq.gz,BSc,/mnt/HDD3/mito_nanopore/ref/ref_genome_BSc.mt.fasta,,s2,LL2013_054,F3.LL2013_054,/home/mathieu/mhenault_landrylab/Sequences/ref_genomes/CBS432_pacbio/CBS432.genome.fa,/home/mathieu/paradoxus_nanopore/MA_parents/assemblies/LL2013_054.chromosomes.fasta
F25.LL2013_054,F25,BC07,batch4,/mnt/HDD3/MinKNOW/results/ma_nanopore/batch4/20190918_2010_MN28889_FAK98912_a3797231/sequencing_summary/MT-110688_20190918_161100_FAK98912_minion_sequencing_run_batch4_sequencing_summary.txt,BSc2,grey,True,True,True,/mnt/HDD3/MinKNOW/results/ma_nanopore/batch4/2019*/barcoder/barcode07/*.fastq.gz,BSc,/mnt/HDD3/mito_nanopore/ref/ref_genome_BSc.mt.fasta,,s2,LL2013_054,F25.LL2013_054,/home/mathieu/mhenault_landrylab/Sequences/ref_genomes/CBS432_pacbio/CBS432.genome.fa,/home/mathieu/paradoxus_nanopore/MA_parents/assemblies/LL2013_054.chromosomes.fasta
F4.LL2013_054,F4,BC13,batch4,/mnt/HDD3/MinKNOW/results/ma_nanopore/batch4/20190918_2010_MN28889_FAK98912_a3797231/sequencing_summary/MT-110688_20190918_161100_FAK98912_minion_sequencing_run_batch4_sequencing_summary.txt,BSc2,grey,True,True,True,/mnt/HDD3/MinKNOW/results/ma_nanopore/batch4/2019*/barcoder/barcode13/*.fastq.gz,BSc,/mnt/HDD3/mito_nanopore/ref/ref_genome_BSc.mt.fasta,,s2,LL2013_054,F4.LL2013_054,/home/mathieu/mhenault_landrylab/Sequences/ref_genomes/CBS432_pacbio/CBS432.genome.fa,/home/mathieu/paradoxus_nanopore/MA_parents/assemblies/LL2013_054.chromosomes.fasta
F48.LL2013_054,F48,BC06,batch4,/mnt/HDD3/MinKNOW/results/ma_nanopore/batch4/20190918_2010_MN28889_FAK98912_a3797231/sequencing_summary/MT-110688_20190918_161100_FAK98912_minion_sequencing_run_batch4_sequencing_summary.txt,BSc2,grey,True,True,True,/mnt/HDD3/MinKNOW/results/ma_nanopore/batch4/2019*/barcoder/barcode06/*.fastq.gz,BSc,/mnt/HDD3/mito_nanopore/ref/ref_genome_BSc.mt.fasta,,s2,LL2013_054,F48.LL2013_054,/home/mathieu/mhenault_landrylab/Sequences/ref_genomes/CBS432_pacbio/CBS432.genome.fa,/home/mathieu/paradoxus_nanopore/MA_parents/assemblies/LL2013_054.chromosomes.fasta
F8.LL2013_054,F8,BC08,batch4,/mnt/HDD3/MinKNOW/results/ma_nanopore/batch4/20190918_2010_MN28889_FAK98912_a3797231/sequencing_summary/MT-110688_20190918_161100_FAK98912_minion_sequencing_run_batch4_sequencing_summary.txt,BSc2,grey,True,True,True,/mnt/HDD3/MinKNOW/results/ma_nanopore/batch4/2019*/barcoder/barcode08/*.fastq.gz,BSc,/mnt/HDD3/mito_nanopore/ref/ref_genome_BSc.mt.fasta,,s2,LL2013_054,F8.LL2013_054,/home/mathieu/mhenault_landrylab/Sequences/ref_genomes/CBS432_pacbio/CBS432.genome.fa,/home/mathieu/paradoxus_nanopore/MA_parents/assemblies/LL2013_054.chromosomes.fasta
F21.LL2013_054,F21,BC01,batch5,/mnt/HDD3/MinKNOW/results/ma_nanopore/batch5/20190925_2037_MN28889_FAK89373_5a8db4a5/sequencing_summary/MT-110688_20190925_163805_FAK89373_minion_sequencing_run_batch5_sequencing_summary.txt,BSc2,grey,True,True,True,/mnt/HDD3/MinKNOW/results/ma_nanopore/batch5/2019*/barcoder/barcode01/*.fastq.gz,BSc,/mnt/HDD3/mito_nanopore/ref/ref_genome_BSc.mt.fasta,,s2,LL2013_054,F21.LL2013_054,/home/mathieu/mhenault_landrylab/Sequences/ref_genomes/CBS432_pacbio/CBS432.genome.fa,/home/mathieu/paradoxus_nanopore/MA_parents/assemblies/LL2013_054.chromosomes.fasta
F79.LL2013_054,F79,BC19,batch5,/mnt/HDD3/MinKNOW/results/ma_nanopore/batch5/20190925_2037_MN28889_FAK89373_5a8db4a5/sequencing_summary/MT-110688_20190925_163805_FAK89373_minion_sequencing_run_batch5_sequencing_summary.txt,BSc2,grey,True,True,True,/mnt/HDD3/MinKNOW/results/ma_nanopore/batch5/2019*/barcoder/barcode19/*.fastq.gz,BSc,/mnt/HDD3/mito_nanopore/ref/ref_genome_BSc.mt.fasta,,s2,LL2013_054,F79.LL2013_054,/home/mathieu/mhenault_landrylab/Sequences/ref_genomes/CBS432_pacbio/CBS432.genome.fa,/home/mathieu/paradoxus_nanopore/MA_parents/assemblies/LL2013_054.chromosomes.fasta
F81.LL2013_054,F81,BC24,batch5,/mnt/HDD3/MinKNOW/results/ma_nanopore/batch5/20190925_2037_MN28889_FAK89373_5a8db4a5/sequencing_summary/MT-110688_20190925_163805_FAK89373_minion_sequencing_run_batch5_sequencing_summary.txt,BSc2,grey,True,True,False,/mnt/HDD3/MinKNOW/results/ma_nanopore/batch5/2019*/barcoder/barcode24/*.fastq.gz,BSc,/mnt/HDD3/mito_nanopore/ref/ref_genome_BSc.mt.fasta,,s2,LL2013_054,F81.LL2013_054,/home/mathieu/mhenault_landrylab/Sequences/ref_genomes/CBS432_pacbio/CBS432.genome.fa,/home/mathieu/paradoxus_nanopore/MA_parents/assemblies/LL2013_054.chromosomes.fasta
F13.LL2013_054,F13,BC23,batch7,/mnt/HDD3/MinKNOW/results/ma_nanopore/batch7/20191023_2108_MN28889_FAL15375_f9afbd6e/sequencing_summary/MT-110688_20191023_170901_FAL15375_minion_sequencing_run_batch7_sequencing_summary.txt,BSc2,grey,True,True,True,/mnt/HDD3/MinKNOW/results/ma_nanopore/batch7/2019*/barcoder/barcode23/*.fastq.gz,BSc,/mnt/HDD3/mito_nanopore/ref/ref_genome_BSc.mt.fasta,,s2,LL2013_054,F13.LL2013_054,/home/mathieu/mhenault_landrylab/Sequences/ref_genomes/CBS432_pacbio/CBS432.genome.fa,/home/mathieu/paradoxus_nanopore/MA_parents/assemblies/LL2013_054.chromosomes.fasta
J23.MSH-587-1,J23,BC07,batch1,/mnt/HDD3/MinKNOW/results/ma_nanopore/batch1/20190814_1952_MN28889_FAK65623_343b0508/sequencing_summary/MT-110688_20190814_155259_FAK65623_minion_sequencing_run_batch1_sequencing_summary.txt,CC1,blueviolet,True,True,True,/mnt/HDD3/MinKNOW/results/ma_nanopore/batch1/2019*/barcoder/barcode07/*.fastq.gz,C,/mnt/HDD3/mito_nanopore/ref/ref_genome_C.mt.fasta,,s2,MSH-587-1,J23.MSH-587-1,/home/mathieu/mhenault_landrylab/Sequences/ref_genomes/CBS432_pacbio/CBS432.genome.fa,/home/mathieu/paradoxus_nanopore/MA_parents/assemblies/MSH-587-1.chromosomes.fasta
J5.MSH-587-1,J5,BC22,batch4,/mnt/HDD3/MinKNOW/results/ma_nanopore/batch4/20190918_2010_MN28889_FAK98912_a3797231/sequencing_summary/MT-110688_20190918_161100_FAK98912_minion_sequencing_run_batch4_sequencing_summary.txt,CC1,blueviolet,True,True,True,/mnt/HDD3/MinKNOW/results/ma_nanopore/batch4/2019*/barcoder/barcode22/*.fastq.gz,C,/mnt/HDD3/mito_nanopore/ref/ref_genome_C.mt.fasta,,s2,MSH-587-1,J5.MSH-587-1,/home/mathieu/mhenault_landrylab/Sequences/ref_genomes/CBS432_pacbio/CBS432.genome.fa,/home/mathieu/paradoxus_nanopore/MA_parents/assemblies/MSH-587-1.chromosomes.fasta
J56.MSH-587-1,J56,BC11,batch4,/mnt/HDD3/MinKNOW/results/ma_nanopore/batch4/20190918_2010_MN28889_FAK98912_a3797231/sequencing_summary/MT-110688_20190918_161100_FAK98912_minion_sequencing_run_batch4_sequencing_summary.txt,CC1,blueviolet,True,True,True,/mnt/HDD3/MinKNOW/results/ma_nanopore/batch4/2019*/barcoder/barcode11/*.fastq.gz,C,/mnt/HDD3/mito_nanopore/ref/ref_genome_C.mt.fasta,,s2,MSH-587-1,J56.MSH-587-1,/home/mathieu/mhenault_landrylab/Sequences/ref_genomes/CBS432_pacbio/CBS432.genome.fa,/home/mathieu/paradoxus_nanopore/MA_parents/assemblies/MSH-587-1.chromosomes.fasta
J59.MSH-587-1,J59,BC16,batch4,/mnt/HDD3/MinKNOW/results/ma_nanopore/batch4/20190918_2010_MN28889_FAK98912_a3797231/sequencing_summary/MT-110688_20190918_161100_FAK98912_minion_sequencing_run_batch4_sequencing_summary.txt,CC1,blueviolet,True,True,True,/mnt/HDD3/MinKNOW/results/ma_nanopore/batch4/2019*/barcoder/barcode16/*.fastq.gz,C,/mnt/HDD3/mito_nanopore/ref/ref_genome_C.mt.fasta,,s2,MSH-587-1,J59.MSH-587-1,/home/mathieu/mhenault_landrylab/Sequences/ref_genomes/CBS432_pacbio/CBS432.genome.fa,/home/mathieu/paradoxus_nanopore/MA_parents/assemblies/MSH-587-1.chromosomes.fasta
J17.MSH-587-1,J17,BC22,batch5,/mnt/HDD3/MinKNOW/results/ma_nanopore/batch5/20190925_2037_MN28889_FAK89373_5a8db4a5/sequencing_summary/MT-110688_20190925_163805_FAK89373_minion_sequencing_run_batch5_sequencing_summary.txt,CC1,blueviolet,True,False,True,/mnt/HDD3/MinKNOW/results/ma_nanopore/batch5/2019*/barcoder/barcode22/*.fastq.gz,C,/mnt/HDD3/mito_nanopore/ref/ref_genome_C.mt.fasta,,s2,MSH-587-1,J17.MSH-587-1,/home/mathieu/mhenault_landrylab/Sequences/ref_genomes/CBS432_pacbio/CBS432.genome.fa,/home/mathieu/paradoxus_nanopore/MA_parents/assemblies/MSH-587-1.chromosomes.fasta
J44.MSH-587-1,J44,BC07,batch5,/mnt/HDD3/MinKNOW/results/ma_nanopore/batch5/20190925_2037_MN28889_FAK89373_5a8db4a5/sequencing_summary/MT-110688_20190925_163805_FAK89373_minion_sequencing_run_batch5_sequencing_summary.txt,CC1,blueviolet,True,True,True,/mnt/HDD3/MinKNOW/results/ma_nanopore/batch5/2019*/barcoder/barcode07/*.fastq.gz,C,/mnt/HDD3/mito_nanopore/ref/ref_genome_C.mt.fasta,,s2,MSH-587-1,J44.MSH-587-1,/home/mathieu/mhenault_landrylab/Sequences/ref_genomes/CBS432_pacbio/CBS432.genome.fa,/home/mathieu/paradoxus_nanopore/MA_parents/assemblies/MSH-587-1.chromosomes.fasta
J54.MSH-587-1,J54,BC05,batch5,/mnt/HDD3/MinKNOW/results/ma_nanopore/batch5/20190925_2037_MN28889_FAK89373_5a8db4a5/sequencing_summary/MT-110688_20190925_163805_FAK89373_minion_sequencing_run_batch5_sequencing_summary.txt,CC1,blueviolet,True,True,True,/mnt/HDD3/MinKNOW/results/ma_nanopore/batch5/2019*/barcoder/barcode05/*.fastq.gz,C,/mnt/HDD3/mito_nanopore/ref/ref_genome_C.mt.fasta,,s2,MSH-587-1,J54.MSH-587-1,/home/mathieu/mhenault_landrylab/Sequences/ref_genomes/CBS432_pacbio/CBS432.genome.fa,/home/mathieu/paradoxus_nanopore/MA_parents/assemblies/MSH-587-1.chromosomes.fasta
J27.MSH-587-1,J27,BC03,batch6,/mnt/HDD3/MinKNOW/results/ma_nanopore/batch6/20191016_2014_MN28889_FAL15409_fa8ba0ac/sequencing_summary/MT-110688_20191016_161453_FAL15409_minion_sequencing_run_batch6_sequencing_summary.txt,CC1,blueviolet,True,False,True,/mnt/HDD3/MinKNOW/results/ma_nanopore/batch6/2019*/barcoder/barcode03/*.fastq.gz,C,/mnt/HDD3/mito_nanopore/ref/ref_genome_C.mt.fasta,,s2,MSH-587-1,J27.MSH-587-1,/home/mathieu/mhenault_landrylab/Sequences/ref_genomes/CBS432_pacbio/CBS432.genome.fa,/home/mathieu/paradoxus_nanopore/MA_parents/assemblies/MSH-587-1.chromosomes.fasta
J48.MSH-587-1,J48,BC05,batch6,/mnt/HDD3/MinKNOW/results/ma_nanopore/batch6/20191016_2014_MN28889_FAL15409_fa8ba0ac/sequencing_summary/MT-110688_20191016_161453_FAL15409_minion_sequencing_run_batch6_sequencing_summary.txt,CC1,blueviolet,True,False,True,/mnt/HDD3/MinKNOW/results/ma_nanopore/batch6/2019*/barcoder/barcode05/*.fastq.gz,C,/mnt/HDD3/mito_nanopore/ref/ref_genome_C.mt.fasta,,s2,MSH-587-1,J48.MSH-587-1,/home/mathieu/mhenault_landrylab/Sequences/ref_genomes/CBS432_pacbio/CBS432.genome.fa,/home/mathieu/paradoxus_nanopore/MA_parents/assemblies/MSH-587-1.chromosomes.fasta
J20.MSH-587-1,J20,BC17,batch7,/mnt/HDD3/MinKNOW/results/ma_nanopore/batch7/20191023_2108_MN28889_FAL15375_f9afbd6e/sequencing_summary/MT-110688_20191023_170901_FAL15375_minion_sequencing_run_batch7_sequencing_summary.txt,CC1,blueviolet,True,True,True,/mnt/HDD3/MinKNOW/results/ma_nanopore/batch7/2019*/barcoder/barcode17/*.fastq.gz,C,/mnt/HDD3/mito_nanopore/ref/ref_genome_C.mt.fasta,,s2,MSH-587-1,J20.MSH-587-1,/home/mathieu/mhenault_landrylab/Sequences/ref_genomes/CBS432_pacbio/CBS432.genome.fa,/home/mathieu/paradoxus_nanopore/MA_parents/assemblies/MSH-587-1.chromosomes.fasta
J38.MSH-587-1,J38,BC14,batch7,/mnt/HDD3/MinKNOW/results/ma_nanopore/batch7/20191023_2108_MN28889_FAL15375_f9afbd6e/sequencing_summary/MT-110688_20191023_170901_FAL15375_minion_sequencing_run_batch7_sequencing_summary.txt,CC1,blueviolet,True,True,True,/mnt/HDD3/MinKNOW/results/ma_nanopore/batch7/2019*/barcoder/barcode14/*.fastq.gz,C,/mnt/HDD3/mito_nanopore/ref/ref_genome_C.mt.fasta,,s2,MSH-587-1,J38.MSH-587-1,/home/mathieu/mhenault_landrylab/Sequences/ref_genomes/CBS432_pacbio/CBS432.genome.fa,/home/mathieu/paradoxus_nanopore/MA_parents/assemblies/MSH-587-1.chromosomes.fasta
J47.MSH-587-1,J47,BC21,batch7,/mnt/HDD3/MinKNOW/results/ma_nanopore/batch7/20191023_2108_MN28889_FAL15375_f9afbd6e/sequencing_summary/MT-110688_20191023_170901_FAL15375_minion_sequencing_run_batch7_sequencing_summary.txt,CC1,blueviolet,True,True,True,/mnt/HDD3/MinKNOW/results/ma_nanopore/batch7/2019*/barcoder/barcode21/*.fastq.gz,C,/mnt/HDD3/mito_nanopore/ref/ref_genome_C.mt.fasta,,s2,MSH-587-1,J47.MSH-587-1,/home/mathieu/mhenault_landrylab/Sequences/ref_genomes/CBS432_pacbio/CBS432.genome.fa,/home/mathieu/paradoxus_nanopore/MA_parents/assemblies/MSH-587-1.chromosomes.fasta
A34.MSH-604,A34,BC13,batch1,/mnt/HDD3/MinKNOW/results/ma_nanopore/batch1/20190814_1952_MN28889_FAK65623_343b0508/sequencing_summary/MT-110688_20190814_155259_FAK65623_minion_sequencing_run_batch1_sequencing_summary.txt,BC1,dodgerblue,True,True,True,/mnt/HDD3/MinKNOW/results/ma_nanopore/batch1/2019*/barcoder/barcode13/*.fastq.gz,BC,/mnt/HDD3/mito_nanopore/ref/ref_genome_BC.mt.fasta,,s1,MSH-604,A34.MSH-604,/home/mathieu/mhenault_landrylab/Sequences/ref_genomes/CBS432_pacbio/CBS432.genome.fa,/home/mathieu/paradoxus_nanopore/MA_parents/assemblies/MSH-604.chromosomes.fasta
A51.MSH-604,A51,BC21,batch1,/mnt/HDD3/MinKNOW/results/ma_nanopore/batch1/20190814_1952_MN28889_FAK65623_343b0508/sequencing_summary/MT-110688_20190814_155259_FAK65623_minion_sequencing_run_batch1_sequencing_summary.txt,BC1,dodgerblue,True,False,True,/mnt/HDD3/MinKNOW/results/ma_nanopore/batch1/2019*/barcoder/barcode21/*.fastq.gz,BC,/mnt/HDD3/mito_nanopore/ref/ref_genome_BC.mt.fasta,,s1,MSH-604,A51.MSH-604,/home/mathieu/mhenault_landrylab/Sequences/ref_genomes/CBS432_pacbio/CBS432.genome.fa,/home/mathieu/paradoxus_nanopore/MA_parents/assemblies/MSH-604.chromosomes.fasta
A67.MSH-604,A67,BC16,batch1,/mnt/HDD3/MinKNOW/results/ma_nanopore/batch1/20190814_1952_MN28889_FAK65623_343b0508/sequencing_summary/MT-110688_20190814_155259_FAK65623_minion_sequencing_run_batch1_sequencing_summary.txt,BC1,dodgerblue,True,True,True,/mnt/HDD3/MinKNOW/results/ma_nanopore/batch1/2019*/barcoder/barcode16/*.fastq.gz,BC,/mnt/HDD3/mito_nanopore/ref/ref_genome_BC.mt.fasta,,s1,MSH-604,A67.MSH-604,/home/mathieu/mhenault_landrylab/Sequences/ref_genomes/CBS432_pacbio/CBS432.genome.fa,/home/mathieu/paradoxus_nanopore/MA_parents/assemblies/MSH-604.chromosomes.fasta
A76.MSH-604,A76,BC15,batch1,/mnt/HDD3/MinKNOW/results/ma_nanopore/batch1/20190814_1952_MN28889_FAK65623_343b0508/sequencing_summary/MT-110688_20190814_155259_FAK65623_minion_sequencing_run_batch1_sequencing_summary.txt,BC1,dodgerblue,True,False,True,/mnt/HDD3/MinKNOW/results/ma_nanopore/batch1/2019*/barcoder/barcode15/*.fastq.gz,BC,/mnt/HDD3/mito_nanopore/ref/ref_genome_BC.mt.fasta,,s1,MSH-604,A76.MSH-604,/home/mathieu/mhenault_landrylab/Sequences/ref_genomes/CBS432_pacbio/CBS432.genome.fa,/home/mathieu/paradoxus_nanopore/MA_parents/assemblies/MSH-604.chromosomes.fasta
C82.MSH-604,C82,BC05,batch1,/mnt/HDD3/MinKNOW/results/ma_nanopore/batch1/20190814_1952_MN28889_FAK65623_343b0508/sequencing_summary/MT-110688_20190814_155259_FAK65623_minion_sequencing_run_batch1_sequencing_summary.txt,BSc1,silver,True,True,True,/mnt/HDD3/MinKNOW/results/ma_nanopore/batch1/2019*/barcoder/barcode05/*.fastq.gz,BSc,/mnt/HDD3/mito_nanopore/ref/ref_genome_BSc.mt.fasta,,s1,MSH-604,C82.MSH-604,/home/mathieu/mhenault_landrylab/Sequences/ref_genomes/CBS432_pacbio/CBS432.genome.fa,/home/mathieu/paradoxus_nanopore/MA_parents/assemblies/MSH-604.chromosomes.fasta
I1.MSH-604,I1,BC14,batch1,/mnt/HDD3/MinKNOW/results/ma_nanopore/batch1/20190814_1952_MN28889_FAK65623_343b0508/sequencing_summary/MT-110688_20190814_155259_FAK65623_minion_sequencing_run_batch1_sequencing_summary.txt,BB1,red,True,True,True,/mnt/HDD3/MinKNOW/results/ma_nanopore/batch1/2019*/barcoder/barcode14/*.fastq.gz,B,/mnt/HDD3/mito_nanopore/ref/ref_genome_B.mt.fasta,,s1,MSH-604,I1.MSH-604,/home/mathieu/mhenault_landrylab/Sequences/ref_genomes/CBS432_pacbio/CBS432.genome.fa,/home/mathieu/paradoxus_nanopore/MA_parents/assemblies/MSH-604.chromosomes.fasta
A41.MSH-604,A41,BC02,batch2,/mnt/HDD3/MinKNOW/results/ma_nanopore/batch2/20190821_2002_MN28889_FAK78078_46d9ab5e/sequencing_summary/MT-110688_20190821_160240_FAK78078_minion_sequencing_run_batch2_sequencing_summary.txt,BC1,dodgerblue,True,True,False,/mnt/HDD3/MinKNOW/results/ma_nanopore/batch2/2019*/barcoder/barcode02/*.fastq.gz,BC,/mnt/HDD3/mito_nanopore/ref/ref_genome_BC.mt.fasta,,s1,MSH-604,A41.MSH-604,/home/mathieu/mhenault_landrylab/Sequences/ref_genomes/CBS432_pacbio/CBS432.genome.fa,/home/mathieu/paradoxus_nanopore/MA_parents/assemblies/MSH-604.chromosomes.fasta
A8.MSH-604,A8,BC16,batch2,/mnt/HDD3/MinKNOW/results/ma_nanopore/batch2/20190821_2002_MN28889_FAK78078_46d9ab5e/sequencing_summary/MT-110688_20190821_160240_FAK78078_minion_sequencing_run_batch2_sequencing_summary.txt,BC1,dodgerblue,True,False,True,/mnt/HDD3/MinKNOW/results/ma_nanopore/batch2/2019*/barcoder/barcode16/*.fastq.gz,BC,/mnt/HDD3/mito_nanopore/ref/ref_genome_BC.mt.fasta,,s1,MSH-604,A8.MSH-604,/home/mathieu/mhenault_landrylab/Sequences/ref_genomes/CBS432_pacbio/CBS432.genome.fa,/home/mathieu/paradoxus_nanopore/MA_parents/assemblies/MSH-604.chromosomes.fasta
B54.MSH-604,B54,BC10,batch2,/mnt/HDD3/MinKNOW/results/ma_nanopore/batch2/20190821_2002_MN28889_FAK78078_46d9ab5e/sequencing_summary/MT-110688_20190821_160240_FAK78078_minion_sequencing_run_batch2_sequencing_summary.txt,BA1,limegreen,True,True,True,/mnt/HDD3/MinKNOW/results/ma_nanopore/batch2/2019*/barcoder/barcode10/*.fastq.gz,BA,/mnt/HDD3/mito_nanopore/ref/ref_genome_BA.mt.fasta,,s1,MSH-604,B54.MSH-604,/home/mathieu/mhenault_landrylab/Sequences/ref_genomes/CBS432_pacbio/CBS432.genome.fa,/home/mathieu/paradoxus_nanopore/MA_parents/assemblies/MSH-604.chromosomes.fasta
B82.MSH-604,B82,BC15,batch2,/mnt/HDD3/MinKNOW/results/ma_nanopore/batch2/20190821_2002_MN28889_FAK78078_46d9ab5e/sequencing_summary/MT-110688_20190821_160240_FAK78078_minion_sequencing_run_batch2_sequencing_summary.txt,BA1,limegreen,True,True,True,/mnt/HDD3/MinKNOW/results/ma_nanopore/batch2/2019*/barcoder/barcode15/*.fastq.gz,BA,/mnt/HDD3/mito_nanopore/ref/ref_genome_BA.mt.fasta,,s1,MSH-604,B82.MSH-604,/home/mathieu/mhenault_landrylab/Sequences/ref_genomes/CBS432_pacbio/CBS432.genome.fa,/home/mathieu/paradoxus_nanopore/MA_parents/assemblies/MSH-604.chromosomes.fasta
